Jugadores;Posicion;Edad;Altura;Pie;Fichado;Equipo Anterior;Valor de mercado;Temporada;Club
Rodrigo Gómez;Extremo derecho;19;1,68;derecho;-;;-;2012;Argentinos Juniors
Santiago Salcedo;Delantero centro;30;1,83;derecho;01/07/2011;Club Atlético Lanús;1000000;2012;Argentinos Juniors
Sebastián Balsas;Delantero centro;26;1,97;derecho;09/02/2012;Racing Club de Montevideo;700000;2012;Argentinos Juniors
Leandro Caruso;Delantero centro;30;1,83;derecho;10/07/2012;Udinese;600000;2012;Argentinos Juniors
Juan José Morales;Delantero centro;30;1,84;derecho;01/07/2011;Quilmes Atlético Club;500000;2012;Argentinos Juniors
Gabriel Pérez Tarifa;Delantero centro;25;1,86;derecho;01/07/2007;Inferiores Argentinos Juniors;400000;2012;Argentinos Juniors
Hernán Salazar;Delantero centro;22;1,74;derecho;-;;50000;2012;Argentinos Juniors
Marcos Figueroa;Delantero centro;22;1,72;derecho;01/07/2012;CA Central Córdoba Rosario;25000;2012;Argentinos Juniors
Lucas Cano;Delantero centro;17;1,85;derecho;01/01/2015;Inferiores Argentinos Juniors;-;2012;Argentinos Juniors
Rodrigo Díaz;Centrocampista;20;1,69;derecho;-;;-;2013;Argentinos Juniors
Luis Ojeda;Portero;23;1,83;derecho;01/07/2011;Club Atlético Unión;600000;2013;Argentinos Juniors
Nereo Fernández;Portero;34;1,95;derecho;01/07/2011;Club Atlético Boca Unidos;300000;2013;Argentinos Juniors
Sebastián Giovini;Portero;22;1,87;izquierdo;-;;-;2013;Argentinos Juniors
Matías Martínez;Defensa central;25;1,84;derecho;19/01/2016;Club Atlético Lanús;1600000;2013;Argentinos Juniors
Miguel Torrén;Defensa central;24;1,79;derecho;01/07/2011;CA Newell's Old Boys;750000;2013;Argentinos Juniors
Juan Sabia;Defensa central;31;1,76;derecho;01/08/2014;Libre;600000;2013;Argentinos Juniors
Nicolás Freire;Defensa central;19;1,87;izquierdo;01/07/2012;Inferiores Argentinos Juniors;500000;2013;Argentinos Juniors
Ariel Garcé;Defensa central;33;1,78;derecho;01/07/2012;Libre;400000;2013;Argentinos Juniors
Aníbal Matellán;Defensa central;36;1,81;izquierdo;12/07/2012;San Luis FC;250000;2013;Argentinos Juniors
Federico Pistone;Defensa central;23;1,78;derecho;01/01/2011;Inferiores Argentinos Juniors;200000;2013;Argentinos Juniors
Franco Flores;Defensa central;20;1,85;derecho;01/07/2014;Inferiores Argentinos Juniors;150000;2013;Argentinos Juniors
Juan Lemos;Defensa central;20;1,83;izquierdo;01/01/2012;Inferiores Argentinos Juniors;-;2013;Argentinos Juniors
Patricio Matricardi;Defensa central;19;1,9;derecho;01/07/2013;Inferiores Argentinos Juniors;-;2013;Argentinos Juniors
Nicolás Batista;Lateral izquierdo;22;1,79;derecho;01/01/2011;Inferiores Argentinos Juniors;600000;2013;Argentinos Juniors
Lucas Rodríguez;Lateral izquierdo;19;1,68;izquierdo;01/01/2011;Inferiores Argentinos Juniors;500000;2013;Argentinos Juniors
Diego Placente;Lateral izquierdo;36;1,75;izquierdo;01/07/2012;Club Nacional;150000;2013;Argentinos Juniors
Franco Canever;Lateral izquierdo;23;1,75;izquierdo;21/07/2012;Instituto AC Córdoba;150000;2013;Argentinos Juniors
Mariano Almandoz;Lateral izquierdo;19;1,77;derecho;01/01/2013;Inferiores Argentinos Juniors;75000;2013;Argentinos Juniors
Pablo Barzola;Lateral derecho;29;1,78;derecho;01/07/2011;Libre;800000;2013;Argentinos Juniors
Julio Barraza;Lateral derecho;33;1,86;derecho;02/02/2013;Libre;300000;2013;Argentinos Juniors
Matías Laba;Pivote;21;1,74;derecho;01/01/2011;Inferiores Argentinos Juniors;500000;2013;Argentinos Juniors
Ángel Benítez;Pivote;17;1,82;derecho;-;;-;2013;Argentinos Juniors
Gaspar Iñíguez;Mediocentro;19;1,72;izquierdo;01/07/2011;Inferiores Argentinos Juniors;1500000;2013;Argentinos Juniors
Pablo Hernández;Mediocentro;26;1,84;izquierdo;01/02/2011;Defensor Sporting Club;700000;2013;Argentinos Juniors
Gabriel Peñalba;Mediocentro;28;1,94;derecho;01/01/2012;FC Lorient;650000;2013;Argentinos Juniors
Alejandro Capurro;Mediocentro;32;1,76;derecho;01/07/2012;Club de Gimnasia y Esgrima La Plata;500000;2013;Argentinos Juniors
Fabio Vázquez;Mediocentro;19;1,83;derecho;01/07/2011;Comisión de Actividades Infantiles;500000;2013;Argentinos Juniors
Juan Ramírez;Mediocentro;20;1,73;izquierdo;01/07/2012;Inferiores Argentinos Juniors;200000;2013;Argentinos Juniors
Sebastián Navarro;Mediocentro;25;1,77;derecho;21/07/2012;Libre;25000;2013;Argentinos Juniors
Santiago Nagüel;Interior derecho;20;1,69;derecho;01/07/2013;Inferiores Argentinos Juniors;200000;2013;Argentinos Juniors
Gustavo Oberman;Mediocentro ofensivo;28;1,77;derecho;01/07/2009;Córdoba CF;800000;2013;Argentinos Juniors
Matías García;Mediocentro ofensivo;30;1,72;izquierdo;-;;350000;2013;Argentinos Juniors
Arturo Mendoza;Mediocentro ofensivo;19;1,65;derecho;-;;200000;2013;Argentinos Juniors
Maximiliano Rodríguez;Mediocentro ofensivo;19;1,78;derecho;01/07/2011;Inferiores Argentinos Juniors;50000;2013;Argentinos Juniors
Braian Miranda;Mediocentro ofensivo;20;1,7;derecho;-;;-;2013;Argentinos Juniors
Leandro Barrera;Extremo izquierdo;22;1,79;izquierdo;01/07/2011;Inferiores Argentinos Juniors;750000;2013;Argentinos Juniors
Leonel Núñez;Extremo izquierdo;28;1,85;derecho;26/07/2012;CA Independiente;600000;2013;Argentinos Juniors
Brian Gómez;Extremo izquierdo;19;1,73;izquierdo;01/07/2013;Inferiores Argentinos Juniors;-;2013;Argentinos Juniors
Rodrigo Gómez;Extremo derecho;20;1,68;derecho;-;;500000;2013;Argentinos Juniors
Ciro Rius;Extremo derecho;24;1,71;derecho;01/01/2009;Inferiores Argentinos Juniors;300000;2013;Argentinos Juniors
Reinaldo Lenis;Extremo derecho;20;1,8;derecho;01/07/2013;Inferiores Argentinos Juniors;150000;2013;Argentinos Juniors
Daniel Villalva;Mediapunta;20;1,58;derecho;07/02/2013;Libre;600000;2013;Argentinos Juniors
Juan Anangonó;Delantero centro;24;1,85;derecho;07/09/2012;Deportivo del Valle;1000000;2013;Argentinos Juniors
José Carlos Fernández;Delantero centro;30;1,88;derecho;01/07/2012;Club Alianza Lima;600000;2013;Argentinos Juniors
Leandro Caruso;Delantero centro;31;1,83;derecho;10/07/2012;Udinese;500000;2013;Argentinos Juniors
Marcos Figueroa;Delantero centro;23;1,72;derecho;01/07/2012;CA Central Córdoba Rosario;400000;2013;Argentinos Juniors
Lucas Cano;Delantero centro;18;1,85;derecho;01/01/2015;Inferiores Argentinos Juniors;100000;2013;Argentinos Juniors
Mariano Guerreiro;Delantero centro;20;1,84;derecho;01/07/2012;Inferiores Argentinos Juniors;75000;2013;Argentinos Juniors
Lautaro Rinaldi;Delantero centro;19;1,8;derecho;01/04/2013;Inferiores Argentinos Juniors;-;2013;Argentinos Juniors
Pablo Migliore;Portero;32;1,91;derecho;31/07/2013;GNK Dinamo Zagreb;600000;2014;Argentinos Juniors
Luis Ojeda;Portero;24;1,83;derecho;01/07/2011;Club Atlético Unión;600000;2014;Argentinos Juniors
Adrián Gabbarini;Portero;28;1,82;derecho;01/07/2014;CA Newell's Old Boys;400000;2014;Argentinos Juniors
Nereo Fernández;Portero;35;1,95;derecho;01/07/2011;Club Atlético Boca Unidos;300000;2014;Argentinos Juniors
Sebastián Giovini;Portero;23;1,87;izquierdo;-;;50000;2014;Argentinos Juniors
José Luis Palomino;Defensa central;24;1,88;izquierdo;06/07/2013;CA San Lorenzo de Almagro;800000;2014;Argentinos Juniors
Nicolás Freire;Defensa central;20;1,87;izquierdo;01/07/2012;Inferiores Argentinos Juniors;750000;2014;Argentinos Juniors
Miguel Torrén;Defensa central;25;1,79;derecho;01/07/2011;CA Newell's Old Boys;750000;2014;Argentinos Juniors
Matías Caruzzo;Defensa central;29;1,85;derecho;23/01/2020;CA Rosario Central;700000;2014;Argentinos Juniors
Juan Sabia;Defensa central;32;1,76;derecho;01/08/2014;Libre;600000;2014;Argentinos Juniors
Sergio Vittor;Defensa central;24;1,89;derecho;26/07/2013;CA Gimnasia y Esgrima Jujuy;600000;2014;Argentinos Juniors
Leonardo Sánchez;Defensa central;27;1,91;derecho;10/07/2013;Instituto AC Córdoba;300000;2014;Argentinos Juniors
Diego Barisone;Defensa central;25;1,84;derecho;19/07/2013;Club Atlético Unión;250000;2014;Argentinos Juniors
Federico Pistone;Defensa central;24;1,78;derecho;01/01/2011;Inferiores Argentinos Juniors;200000;2014;Argentinos Juniors
Franco Flores;Defensa central;21;1,85;derecho;01/07/2014;Inferiores Argentinos Juniors;150000;2014;Argentinos Juniors
Patricio Matricardi;Defensa central;20;1,9;derecho;01/07/2013;Inferiores Argentinos Juniors;50000;2014;Argentinos Juniors
Daniel Franco;Defensa central;22;1,84;izquierdo;-;;-;2014;Argentinos Juniors
Gianmarco Gambetta;Defensa central;23;1,9;izquierdo;28/01/2014;Libre;-;2014;Argentinos Juniors
Juan Lemos;Defensa central;21;1,83;izquierdo;01/01/2012;Inferiores Argentinos Juniors;-;2014;Argentinos Juniors
Lucas Rodríguez;Lateral izquierdo;20;1,68;izquierdo;01/01/2011;Inferiores Argentinos Juniors;750000;2014;Argentinos Juniors
Nicolás Batista;Lateral izquierdo;23;1,79;derecho;01/01/2011;Inferiores Argentinos Juniors;600000;2014;Argentinos Juniors
Ezequiel Garré;Lateral izquierdo;32;1,68;izquierdo;01/07/2014;Club Almirante Brown;150000;2014;Argentinos Juniors
Mariano Almandoz;Lateral izquierdo;20;1,77;derecho;01/01/2013;Inferiores Argentinos Juniors;75000;2014;Argentinos Juniors
Pablo Barzola;Lateral derecho;30;1,78;derecho;01/07/2011;Libre;800000;2014;Argentinos Juniors
Julio Barraza;Lateral derecho;34;1,86;derecho;02/02/2013;Libre;300000;2014;Argentinos Juniors
Cristian Álvarez;Lateral derecho;36;1,83;derecho;01/07/2014;CA San Martín San Juan;150000;2014;Argentinos Juniors
Walter Serrano;Pivote;27;1,77;derecho;10/08/2013;Atlético de Rafaela;600000;2014;Argentinos Juniors
Ezequiel Ham;Pivote;20;1,73;derecho;01/07/2015;Inferiores Argentinos Juniors;-;2014;Argentinos Juniors
Gaspar Iñíguez;Mediocentro;20;1,72;izquierdo;01/07/2011;Inferiores Argentinos Juniors;1400000;2014;Argentinos Juniors
Germán Basualdo;Mediocentro;33;1,67;derecho;01/07/2014;Club Almirante Brown;500000;2014;Argentinos Juniors
Fabio Vázquez;Mediocentro;20;1,83;derecho;01/07/2011;Comisión de Actividades Infantiles;500000;2014;Argentinos Juniors
Martín Zapata;Mediocentro;34;1,72;ambidiestro;07/07/2014;CA Independiente;400000;2014;Argentinos Juniors
Diego Rivero;Mediocentro;32;1,63;derecho;26/07/2014;CA Boca Juniors;300000;2014;Argentinos Juniors
Nicolás Olmedo;Mediocentro;31;1,83;derecho;29/07/2013;Barcelona SC Guayaquil;300000;2014;Argentinos Juniors
Juan Ramírez;Mediocentro;21;1,73;izquierdo;01/07/2012;Inferiores Argentinos Juniors;200000;2014;Argentinos Juniors
Cristian Ledesma;Mediocentro;35;1,76;derecho;01/07/2014;Libre;150000;2014;Argentinos Juniors
Martín Wagner;Mediocentro;29;1,78;derecho;01/08/2013;Libre;50000;2014;Argentinos Juniors
Santiago Nagüel;Interior derecho;21;1,69;derecho;01/07/2013;Inferiores Argentinos Juniors;500000;2014;Argentinos Juniors
Cristian Maidana;Mediocentro ofensivo;27;1,8;izquierdo;27/07/2013;Rangers de Talca;850000;2014;Argentinos Juniors
Juan Román Riquelme;Mediocentro ofensivo;36;1,83;derecho;18/07/2014;CA Boca Juniors;750000;2014;Argentinos Juniors
Facundo Coria;Mediocentro ofensivo;27;1,8;izquierdo;05/08/2013;CSD Colo Colo;600000;2014;Argentinos Juniors
Leonardo Pisculichi;Mediocentro ofensivo;30;1,74;izquierdo;07/08/2017;Libre;550000;2014;Argentinos Juniors
Matías Mirabaje;Mediocentro ofensivo;25;1,79;izquierdo;11/07/2013;CA San Lorenzo de Almagro;500000;2014;Argentinos Juniors
Maximiliano Rodríguez;Mediocentro ofensivo;20;1,78;derecho;01/07/2011;Inferiores Argentinos Juniors;50000;2014;Argentinos Juniors
Luciano Cabral;Mediocentro ofensivo;19;1,7;derecho;01/07/2011;Comisión de Actividades Infantiles;-;2014;Argentinos Juniors
Leandro Barrera;Extremo izquierdo;23;1,79;izquierdo;01/07/2011;Inferiores Argentinos Juniors;500000;2014;Argentinos Juniors
Brian Gómez;Extremo izquierdo;20;1,73;izquierdo;01/07/2013;Inferiores Argentinos Juniors;-;2014;Argentinos Juniors
Rodrigo Gómez;Extremo derecho;21;1,68;derecho;-;;2000000;2014;Argentinos Juniors
Juan Carlos Menseguez;Extremo derecho;30;-;-;08/07/2014;Libre;400000;2014;Argentinos Juniors
Ciro Rius;Extremo derecho;25;1,71;derecho;01/01/2009;Inferiores Argentinos Juniors;300000;2014;Argentinos Juniors
Reinaldo Lenis;Extremo derecho;21;1,8;derecho;01/07/2013;Inferiores Argentinos Juniors;150000;2014;Argentinos Juniors
Daniel Villalva;Mediapunta;21;1,58;derecho;07/02/2013;Libre;600000;2014;Argentinos Juniors
José Carlos Fernández;Delantero centro;31;1,88;derecho;01/07/2012;Club Alianza Lima;600000;2014;Argentinos Juniors
Gonzalo Castillejos;Delantero centro;28;1,82;derecho;02/07/2014;Club Atlético Lanús;500000;2014;Argentinos Juniors
José Sand;Delantero centro;33;1,82;derecho;05/03/2014;Club Atlético Tigre;400000;2014;Argentinos Juniors
Hernán Boyero;Delantero centro;34;1,93;;30/07/2013;Blooming Santa Cruz;400000;2014;Argentinos Juniors
Osvaldo Miranda;Delantero centro;30;1,9;derecho;16/07/2013;Club Ferro Carril Oeste;300000;2014;Argentinos Juniors
Daúd Gazale;Delantero centro;29;1,82;derecho;01/07/2014;Desconocido;300000;2014;Argentinos Juniors
Lucas Cano;Delantero centro;19;1,85;derecho;01/01/2015;Inferiores Argentinos Juniors;100000;2014;Argentinos Juniors
Mariano Guerreiro;Delantero centro;21;1,84;derecho;01/07/2012;Inferiores Argentinos Juniors;75000;2014;Argentinos Juniors
Raúl Becerra;Delantero centro;26;1,88;derecho;15/07/2013;Nueva Chicago;50000;2014;Argentinos Juniors
Enrique Triverio;Delantero centro;25;1,83;derecho;06/07/2013;Centro Juventud Antoniana;50000;2014;Argentinos Juniors
Lucas Asconape;Delantero centro;19;-;;18/07/2013;CA Liniers Bahia Blanca;50000;2014;Argentinos Juniors
Lautaro Rinaldi;Delantero centro;20;1,8;derecho;01/04/2013;Inferiores Argentinos Juniors;50000;2014;Argentinos Juniors
Lautaro Mesa;Delantero;18;1,74;;-;;-;2015;Argentinos Juniors
Luis Ojeda;Portero;25;1,83;derecho;01/07/2011;Club Atlético Unión;600000;2015;Argentinos Juniors
Adrián Gabbarini;Portero;29;1,82;derecho;01/07/2014;CA Newell's Old Boys;400000;2015;Argentinos Juniors
Sebastián Giovini;Portero;24;1,87;izquierdo;-;;50000;2015;Argentinos Juniors
Lucas Chaves;Portero;19;1,82;derecho;01/01/2015;Inferiores Argentinos Juniors;-;2015;Argentinos Juniors
Nicolás Freire;Defensa central;21;1,87;izquierdo;01/07/2012;Inferiores Argentinos Juniors;750000;2015;Argentinos Juniors
Miguel Torrén;Defensa central;26;1,79;derecho;01/07/2011;CA Newell's Old Boys;750000;2015;Argentinos Juniors
Matías Caruzzo;Defensa central;30;1,85;derecho;23/01/2020;CA Rosario Central;700000;2015;Argentinos Juniors
Juan Sabia;Defensa central;33;1,76;derecho;01/08/2014;Libre;600000;2015;Argentinos Juniors
Franco Flores;Defensa central;22;1,85;derecho;01/07/2014;Inferiores Argentinos Juniors;150000;2015;Argentinos Juniors
Patricio Matricardi;Defensa central;21;1,9;derecho;01/07/2013;Inferiores Argentinos Juniors;50000;2015;Argentinos Juniors
Juan Lemos;Defensa central;22;1,83;izquierdo;01/01/2012;Inferiores Argentinos Juniors;-;2015;Argentinos Juniors
Joaquín Laso;Defensa central;24;1,85;derecho;14/01/2015;Club Sportivo Italiano;-;2015;Argentinos Juniors
Leonel Mosevich;Defensa central;18;1,85;derecho;01/07/2020;Inferiores Argentinos Juniors;-;2015;Argentinos Juniors
Lucas Rodríguez;Lateral izquierdo;21;1,68;izquierdo;01/01/2011;Inferiores Argentinos Juniors;750000;2015;Argentinos Juniors
Nicolás Batista;Lateral izquierdo;24;1,79;derecho;01/01/2011;Inferiores Argentinos Juniors;600000;2015;Argentinos Juniors
Ezequiel Garré;Lateral izquierdo;33;1,68;izquierdo;01/07/2014;Club Almirante Brown;150000;2015;Argentinos Juniors
Mariano Almandoz;Lateral izquierdo;21;1,77;derecho;01/01/2013;Inferiores Argentinos Juniors;75000;2015;Argentinos Juniors
Cristian Álvarez;Lateral derecho;37;1,83;derecho;01/07/2014;CA San Martín San Juan;150000;2015;Argentinos Juniors
Ezequiel Ham;Pivote;21;1,73;derecho;01/07/2015;Inferiores Argentinos Juniors;-;2015;Argentinos Juniors
Emiliano Agüero;Pivote;20;1,79;derecho;12/02/2015;Libre;-;2015;Argentinos Juniors
Esteban Rolón;Pivote;20;1,75;derecho;01/01/2016;Inferiores Argentinos Juniors;-;2015;Argentinos Juniors
Gaspar Iñíguez;Mediocentro;21;1,72;izquierdo;01/07/2011;Inferiores Argentinos Juniors;1400000;2015;Argentinos Juniors
Germán Basualdo;Mediocentro;34;1,67;derecho;01/07/2014;Club Almirante Brown;500000;2015;Argentinos Juniors
Leandro Navarro;Mediocentro;23;1,84;derecho;16/07/2015;CA San Lorenzo de Almagro;500000;2015;Argentinos Juniors
Martín Zapata;Mediocentro;35;1,72;ambidiestro;07/07/2014;CA Independiente;400000;2015;Argentinos Juniors
Diego Rivero;Mediocentro;33;1,63;derecho;26/07/2014;CA Boca Juniors;300000;2015;Argentinos Juniors
Cristian Ledesma;Mediocentro;36;1,76;derecho;01/07/2014;Libre;150000;2015;Argentinos Juniors
Matías Giménez;Interior izquierdo;30;1,81;izquierdo;09/01/2015;Águilas FC;700000;2015;Argentinos Juniors
Nahuel Rodríguez;Interior izquierdo;19;1,67;izquierdo;-;;-;2015;Argentinos Juniors
Martín Alaníz;Mediocentro ofensivo;22;1,75;izquierdo;26/01/2015;CA River Plate Montevideo;700000;2015;Argentinos Juniors
Federico Gallego;Mediocentro ofensivo;25;1,77;derecho;26/01/2015;IA Sud America Montevideo;475000;2015;Argentinos Juniors
Luciano Cabral;Mediocentro ofensivo;20;1,7;derecho;01/07/2011;Comisión de Actividades Infantiles;-;2015;Argentinos Juniors
Emiliano Trovento;Mediocentro ofensivo;20;1,65;derecho;-;;-;2015;Argentinos Juniors
Reinaldo Lenis;Extremo derecho;22;1,8;derecho;01/07/2013;Inferiores Argentinos Juniors;150000;2015;Argentinos Juniors
Gonzalo Castillejos;Delantero centro;29;1,82;derecho;02/07/2014;Club Atlético Lanús;500000;2015;Argentinos Juniors
Maximiliano Freitas;Delantero centro;24;1,8;derecho;10/07/2015;Club Plaza Colonia;200000;2015;Argentinos Juniors
Andrés Franzoia;Delantero centro;29;1,78;derecho;14/01/2015;Barcelona SC Guayaquil;150000;2015;Argentinos Juniors
Lucas Cano;Delantero centro;20;1,85;derecho;01/01/2015;Inferiores Argentinos Juniors;100000;2015;Argentinos Juniors
Lautaro Rinaldi;Delantero centro;21;1,8;derecho;01/04/2013;Inferiores Argentinos Juniors;50000;2015;Argentinos Juniors
Jonathan Rodriguez;Delantero centro;21;1,86;;01/01/2015;Libre;-;2015;Argentinos Juniors
Lautaro Mesa;Delantero;19;1,74;;-;;150000;2016;Argentinos Juniors
Camilo Vargas;Portero;27;1,85;izquierdo;11/01/2016;Atlético Nacional;1200000;2016;Argentinos Juniors
Emanuel Tripodi;Portero;34;1,89;derecho;11/07/2016;CA Sarmiento Junín;350000;2016;Argentinos Juniors
Federico Lanzillotta;Portero;23;1,85;derecho;06/01/2016;Nueva Chicago;350000;2016;Argentinos Juniors
Lucas Chaves;Portero;20;1,82;derecho;01/01/2015;Inferiores Argentinos Juniors;50000;2016;Argentinos Juniors
Nicolás Freire;Defensa central;22;1,87;izquierdo;01/07/2012;Inferiores Argentinos Juniors;1500000;2016;Argentinos Juniors
Patricio Matricardi;Defensa central;22;1,9;derecho;01/07/2013;Inferiores Argentinos Juniors;1250000;2016;Argentinos Juniors
Miguel Torrén;Defensa central;27;1,79;derecho;01/07/2011;CA Newell's Old Boys;750000;2016;Argentinos Juniors
Matías Martínez;Defensa central;28;1,84;derecho;19/01/2016;Club Atlético Lanús;600000;2016;Argentinos Juniors
Joaquín Laso;Defensa central;25;1,85;derecho;14/01/2015;Club Sportivo Italiano;250000;2016;Argentinos Juniors
Leonel Mosevich;Defensa central;19;1,85;derecho;01/07/2020;Inferiores Argentinos Juniors;-;2016;Argentinos Juniors
Kevin Mac Allister;Defensa central;18;1,75;derecho;01/07/2017;Inferiores Argentinos Juniors;-;2016;Argentinos Juniors
Lucas Rodríguez;Lateral izquierdo;22;1,68;izquierdo;01/01/2011;Inferiores Argentinos Juniors;1250000;2016;Argentinos Juniors
Gonzalo Piovi;Lateral izquierdo;21;1,8;izquierdo;01/07/2015;Libre;50000;2016;Argentinos Juniors
Guillermo Benítez;Lateral izquierdo;22;1,7;izquierdo;01/01/2016;Inferiores Argentinos Juniors;-;2016;Argentinos Juniors
Cristian Álvarez;Lateral derecho;38;1,83;derecho;01/07/2014;CA San Martín San Juan;-;2016;Argentinos Juniors
Ezequiel Ham;Pivote;22;1,73;derecho;01/07/2015;Inferiores Argentinos Juniors;1200000;2016;Argentinos Juniors
Esteban Rolón;Pivote;21;1,75;derecho;01/01/2016;Inferiores Argentinos Juniors;-;2016;Argentinos Juniors
